Match Number,Round Number,Date,Location,Home Team,Away Team,Result
292,6,27/11/2021 20:00,Wells Fargo Center,Philadelphia 76ers,Minnesota Timberwolves,120 - 121
293,6,27/11/2021 21:30,State Farm Arena,Atlanta Hawks,New York Knicks,90 - 99
294,6,27/11/2021 21:30,Barclays Center,Brooklyn Nets,Phoenix Suns,107 - 113
295,6,27/11/2021 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,105 - 92
296,6,27/11/2021 22:00,United Center,Chicago Bulls,Miami Heat,104 - 107
297,6,27/11/2021 22:00,Toyota Center,Houston Rockets,Charlotte Hornets,146 - 143
298,6,27/11/2021 22:30,American Airlines Center,Dallas Mavericks,Washington Wizards,114 - 120
299,6,27/11/2021 23:00,Vivint Arena,Utah Jazz,New Orleans Pelicans,127 - 105
300,6,28/11/2021 17:30,STAPLES Center,LA Clippers,Golden State Warriors,90 - 105
301,6,28/11/2021 19:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,100 - 118
302,6,28/11/2021 20:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,97 - 109
303,6,28/11/2021 20:00,FedExForum,Memphis Grizzlies,Sacramento Kings,128 - 101
304,6,28/11/2021 23:30,STAPLES Center,Los Angeles Lakers,Detroit Pistons,110 - 106
305,6,29/11/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,101 - 96
306,6,29/11/2021 21:30,FTX Arena,Miami Heat,Denver Nuggets,111 - 120
307,6,29/11/2021 22:00,United Center,Chicago Bulls,Charlotte Hornets,133 - 119
308,6,29/11/2021 22:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,102 - 89
309,6,29/11/2021 22:00,Target Center,Minnesota Timberwolves,Indiana Pacers,100 - 98
310,6,29/11/2021 22:30,American Airlines Center,Dallas Mavericks,Cleveland Cavaliers,96 - 114
311,6,29/11/2021 22:30,AT&T Center,San Antonio Spurs,Washington Wizards,116 - 99
312,6,29/11/2021 23:00,Vivint Arena,Utah Jazz,Portland Trail Blazers,129 - 107
313,6,30/11/2021 00:30,STAPLES Center,LA Clippers,New Orleans Pelicans,104 - 123
314,6,30/11/2021 21:30,Barclays Center,Brooklyn Nets,New York Knicks,112 - 110
315,6,30/11/2021 21:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,91 - 98
316,6,01/12/2021 00:00,Footprint Center,Phoenix Suns,Golden State Warriors,104 - 96
317,6,01/12/2021 00:00,Moda Center,Portland Trail Blazers,Detroit Pistons,110 - 92
318,6,01/12/2021 00:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,92 - 117
319,6,01/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Atlanta Hawks,111 - 114
320,6,01/12/2021 21:00,Amway Center,Orlando Magic,Denver Nuggets,108 - 103
321,6,01/12/2021 21:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,115 - 107
322,6,01/12/2021 21:30,TD Garden,Boston Celtics,Philadelphia 76ers,88 - 87
323,6,01/12/2021 21:30,FTX Arena,Miami Heat,Cleveland Cavaliers,85 - 111
324,6,01/12/2021 22:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,127 - 125
325,6,01/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,107 - 139
326,6,01/12/2021 22:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,110 - 114
327,6,02/12/2021 00:30,STAPLES Center,LA Clippers,Sacramento Kings,115 - 124
328,7,02/12/2021 21:30,Madison Square Garden,New York Knicks,Chicago Bulls,115 - 119
329,7,02/12/2021 21:30,Scotiabank Arena,Toronto Raptors,Milwaukee Bucks,97 - 93
330,7,02/12/2021 22:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,152 - 79
331,7,02/12/2021 23:00,Footprint Center,Phoenix Suns,Detroit Pistons,114 - 103
332,7,03/12/2021 00:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,83 - 114
333,7,03/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,104 - 113
334,7,03/12/2021 21:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,101 - 116
335,7,03/12/2021 21:30,State Farm Arena,Atlanta Hawks,Philadelphia 76ers,96 - 98
336,7,03/12/2021 21:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,110 - 105
337,7,03/12/2021 22:00,Toyota Center,Houston Rockets,Orlando Magic,118 - 116
338,7,03/12/2021 22:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,91 - 107
339,7,03/12/2021 23:00,Vivint Arena,Utah Jazz,Boston Celtics,137 - 130
340,7,04/12/2021 00:00,Chase Center,Golden State Warriors,Phoenix Suns,118 - 96
341,7,04/12/2021 00:00,STAPLES Center,Los Angeles Lakers,LA Clippers,115 - 119
342,7,04/12/2021 15:00,Madison Square Garden,New York Knicks,Denver Nuggets,99 - 113
343,7,04/12/2021 22:00,Barclays Center,Brooklyn Nets,Chicago Bulls,107 - 111
344,7,04/12/2021 22:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,124 - 102
345,7,04/12/2021 22:30,American Airlines Center,Dallas Mavericks,Memphis Grizzlies,90 - 97
346,7,04/12/2021 22:30,Chase Center,Golden State Warriors,San Antonio Spurs,107 - 112
347,7,05/12/2021 00:00,Moda Center,Portland Trail Blazers,Boston Celtics,117 - 145
348,7,05/12/2021 00:00,Golden 1 Center,Sacramento Kings,LA Clippers,104 - 99
349,7,05/12/2021 17:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Utah Jazz,108 - 109
350,7,05/12/2021 20:00,State Farm Arena,Atlanta Hawks,Charlotte Hornets,127 - 130
351,7,05/12/2021 20:00,Scotiabank Arena,Toronto Raptors,Washington Wizards,102 - 90
352,7,05/12/2021 21:00,Toyota Center,Houston Rockets,New Orleans Pelicans,118 - 108
353,7,06/12/2021 21:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,124 - 127
354,7,06/12/2021 21:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,103 - 114
355,7,06/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Washington Wizards,116 - 110
356,7,06/12/2021 21:30,FTX Arena,Miami Heat,Memphis Grizzlies,90 - 105
357,7,06/12/2021 22:00,United Center,Chicago Bulls,Denver Nuggets,109 - 97
358,7,06/12/2021 22:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,112 - 104
359,7,06/12/2021 22:00,Target Center,Minnesota Timberwolves,Atlanta Hawks,110 - 121
360,7,06/12/2021 23:00,Footprint Center,Phoenix Suns,San Antonio Spurs,108 - 104
361,7,07/12/2021 00:00,Chase Center,Golden State Warriors,Orlando Magic,126 - 95
362,7,07/12/2021 00:00,Moda Center,Portland Trail Blazers,LA Clippers,90 - 102
363,7,07/12/2021 21:30,American Airlines Center,Dallas Mavericks,Brooklyn Nets,99 - 102
364,7,07/12/2021 22:30,AT&T Center,San Antonio Spurs,New York Knicks,109 - 121
365,7,08/12/2021 00:00,STAPLES Center,Los Angeles Lakers,Boston Celtics,117 - 102
366,7,08/12/2021 21:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,106 - 110
367,7,08/12/2021 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,115 - 92
368,7,08/12/2021 21:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,116 - 119
369,7,08/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,122 - 102
370,7,08/12/2021 21:30,FTX Arena,Miami Heat,Milwaukee Bucks,113 - 104
371,7,08/12/2021 21:30,Scotiabank Arena,Toronto Raptors,Oklahoma City Thunder,109 - 110
372,7,08/12/2021 22:00,Toyota Center,Houston Rockets,Brooklyn Nets,114 - 104
373,7,08/12/2021 22:00,FedExForum,Memphis Grizzlies,Dallas Mavericks,96 - 104
374,7,08/12/2021 22:00,Target Center,Minnesota Timberwolves,Utah Jazz,104 - 136
375,7,08/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,114 - 120
376,7,09/12/2021 00:00,Chase Center,Golden State Warriors,Portland Trail Blazers,104 - 94
377,7,09/12/2021 00:00,Golden 1 Center,Sacramento Kings,Orlando Magic,142 - 130
378,7,09/12/2021 00:30,STAPLES Center,LA Clippers,Boston Celtics,114 - 111
379,8,09/12/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Utah Jazz,96 - 118
380,8,09/12/2021 22:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,108 - 95
381,8,09/12/2021 22:30,AT&T Center,San Antonio Spurs,Denver Nuggets,123 - 111
382,8,10/12/2021 21:00,Spectrum Center,Charlotte Hornets,Sacramento Kings,124 - 123
383,8,10/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,106 - 93
384,8,10/12/2021 21:30,State Farm Arena,Atlanta Hawks,Brooklyn Nets,105 - 113
385,8,10/12/2021 21:30,Scotiabank Arena,Toronto Raptors,New York Knicks,90 - 87
386,8,10/12/2021 22:00,Toyota Center,Houston Rockets,Milwaukee Bucks,114 - 123
387,8,10/12/2021 22:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,106 - 123
388,8,10/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,109 - 93
389,8,10/12/2021 22:00,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,95 - 116
390,8,11/12/2021 00:00,Footprint Center,Phoenix Suns,Boston Celtics,111 - 90
391,8,11/12/2021 17:30,STAPLES Center,LA Clippers,Orlando Magic,106 - 104
392,8,11/12/2021 21:00,Capital One Arena,Washington Wizards,Utah Jazz,98 - 123
393,8,11/12/2021 22:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,117 - 103
394,8,11/12/2021 22:00,FTX Arena,Miami Heat,Chicago Bulls,118 - 92
395,8,11/12/2021 22:00,FedExForum,Memphis Grizzlies,Houston Rockets,113 - 106
396,8,11/12/2021 22:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,102 - 93
397,8,11/12/2021 22:30,AT&T Center,San Antonio Spurs,Denver Nuggets,112 - 127
398,8,12/12/2021 14:00,Madison Square Garden,New York Knicks,Milwaukee Bucks,97 - 112
399,8,12/12/2021 20:00,Little Caesars Arena,Detroit Pistons,Brooklyn Nets,104 - 116
400,8,12/12/2021 21:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,84 - 103
401,8,12/12/2021 21:00,AT&T Center,San Antonio Spurs,New Orleans Pelicans,112 - 97
402,8,12/12/2021 23:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,111 - 116
403,8,12/12/2021 23:30,STAPLES Center,Los Angeles Lakers,Orlando Magic,106 - 94
404,8,13/12/2021 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,105 - 94
405,8,13/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,100 - 102
406,8,13/12/2021 21:00,Scotiabank Arena,Toronto Raptors,Sacramento Kings,124 - 101
407,8,13/12/2021 21:30,State Farm Arena,Atlanta Hawks,Houston Rockets,126 - 132
408,8,13/12/2021 21:30,TD Garden,Boston Celtics,Milwaukee Bucks,117 - 103
409,8,13/12/2021 22:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,126 - 91
410,8,13/12/2021 22:30,American Airlines Center,Dallas Mavericks,Charlotte Hornets,120 - 96
411,8,13/12/2021 23:00,Ball Arena,Denver Nuggets,Washington Wizards,113 - 107
412,8,14/12/2021 00:30,STAPLES Center,LA Clippers,Phoenix Suns,111 - 95
413,8,14/12/2021 21:30,Barclays Center,Brooklyn Nets,Toronto Raptors,131 - 129
414,8,14/12/2021 21:30,Madison Square Garden,New York Knicks,Golden State Warriors,96 - 105
416,8,15/12/2021 00:00,Moda Center,Portland Trail Blazers,Phoenix Suns,107 - 111
417,8,15/12/2021 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Houston Rockets,124 - 89
418,8,15/12/2021 21:00,Amway Center,Orlando Magic,Atlanta Hawks,99 - 111
419,8,15/12/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,96 - 101
420,8,15/12/2021 21:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,104 - 107
421,8,15/12/2021 22:00,Fiserv Forum,Milwaukee Bucks,Indiana Pacers,114 - 99
422,8,15/12/2021 22:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,110 - 113
423,8,15/12/2021 22:30,AT&T Center,San Antonio Spurs,Charlotte Hornets,115 - 131
424,8,15/12/2021 23:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,107 - 124
425,8,16/12/2021 00:00,Vivint Arena,Utah Jazz,LA Clippers,124 - 103
426,8,16/12/2021 00:00,Moda Center,Portland Trail Blazers,Memphis Grizzlies,103 - 113
427,8,16/12/2021 00:00,Golden 1 Center,Sacramento Kings,Washington Wizards,119 - 105
428,9,16/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,122 - 113
429,9,16/12/2021 21:30,Barclays Center,Brooklyn Nets,Philadelphia 76ers,114 - 105
431,9,16/12/2021 22:00,Toyota Center,Houston Rockets,New York Knicks,103 - 116
432,9,16/12/2021 23:00,Footprint Center,Phoenix Suns,Washington Wizards,118 - 98
433,9,17/12/2021 21:00,Amway Center,Orlando Magic,Miami Heat,105 - 115
434,9,17/12/2021 21:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,115 - 133
435,9,17/12/2021 21:30,TD Garden,Boston Celtics,Golden State Warriors,107 - 111
438,9,17/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Milwaukee Bucks,116 - 112
437,9,17/12/2021 23:00,Vivint Arena,Utah Jazz,San Antonio Spurs,126 - 128
436,9,18/12/2021 00:00,Target Center,Minnesota Timberwolves,Los Angeles Lakers,110 - 92
439,9,18/12/2021 00:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,125 - 116
440,9,18/12/2021 00:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,105 - 124
441,9,18/12/2021 14:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,107 - 116
445,9,18/12/2021 21:00,TD Garden,Boston Celtics,New York Knicks,114 - 107
442,9,18/12/2021 21:30,Barclays Center,Brooklyn Nets,Orlando Magic,93 - 100
443,9,18/12/2021 21:30,Scotiabank Arena,Toronto Raptors,Golden State Warriors,119 - 100
444,9,18/12/2021 22:00,Paycom Center,Oklahoma City Thunder,LA Clippers,104 - 103
446,9,18/12/2021 23:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,90 - 119
447,9,18/12/2021 23:00,Vivint Arena,Utah Jazz,Washington Wizards,103 - 109
449,9,19/12/2021 20:00,Little Caesars Arena,Detroit Pistons,Miami Heat,100 - 90
450,9,19/12/2021 20:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,100 - 105
451,9,19/12/2021 20:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,121 - 114
448,9,19/12/2021 22:00,United Center,Chicago Bulls,Los Angeles Lakers,115 - 110
455,9,19/12/2021 22:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,111 - 105
456,9,19/12/2021 22:00,Footprint Center,Phoenix Suns,Charlotte Hornets,137 - 106
457,9,20/12/2021 21:30,TD Garden,Boston Celtics,Philadelphia 76ers,103 - 108
459,9,20/12/2021 22:00,United Center,Chicago Bulls,Houston Rockets,133 - 118
460,9,20/12/2021 22:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,99 - 102
461,9,20/12/2021 23:00,Vivint Arena,Utah Jazz,Charlotte Hornets,112 - 102
462,9,21/12/2021 00:00,Chase Center,Golden State Warriors,Sacramento Kings,113 - 98
463,9,21/12/2021 00:30,STAPLES Center,LA Clippers,San Antonio Spurs,92 - 116
465,9,21/12/2021 21:30,FTX Arena,Miami Heat,Indiana Pacers,125 - 96
466,9,21/12/2021 21:30,Madison Square Garden,New York Knicks,Detroit Pistons,105 - 91
467,9,21/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,111 - 97
468,9,21/12/2021 22:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,114 - 102
469,9,22/12/2021 00:00,STAPLES Center,Los Angeles Lakers,Phoenix Suns,90 - 108
470,9,22/12/2021 21:30,State Farm Arena,Atlanta Hawks,Orlando Magic,98 - 104
471,9,22/12/2021 21:30,TD Garden,Boston Celtics,Cleveland Cavaliers,111 - 101
473,9,22/12/2021 22:00,Fiserv Forum,Milwaukee Bucks,Houston Rockets,126 - 106
474,9,22/12/2021 22:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,108 - 94
475,9,23/12/2021 00:00,Golden 1 Center,Sacramento Kings,LA Clippers,89 - 105
476,10,23/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,118 - 106
477,10,23/12/2021 21:00,Amway Center,Orlando Magic,New Orleans Pelicans,104 - 110
478,10,23/12/2021 21:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,96 - 98
479,10,23/12/2021 21:30,FTX Arena,Miami Heat,Detroit Pistons,115 - 112
480,10,23/12/2021 21:30,Madison Square Garden,New York Knicks,Washington Wizards,117 - 124
481,10,23/12/2021 22:30,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,95 - 102
482,10,23/12/2021 23:00,Ball Arena,Denver Nuggets,Charlotte Hornets,107 - 115
483,10,23/12/2021 23:00,Footprint Center,Phoenix Suns,Oklahoma City Thunder,113 - 101
484,10,23/12/2021 23:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,128 - 116
485,10,24/12/2021 00:00,Chase Center,Golden State Warriors,Memphis Grizzlies,113 - 104
487,10,24/12/2021 00:30,STAPLES Center,Los Angeles Lakers,San Antonio Spurs,110 - 138
488,10,25/12/2021 14:00,Madison Square Garden,New York Knicks,Atlanta Hawks,101 - 87
489,10,25/12/2021 16:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,117 - 113
490,10,25/12/2021 19:00,Footprint Center,Phoenix Suns,Golden State Warriors,107 - 116
491,10,25/12/2021 22:00,Crypto.com Arena,Los Angeles Lakers,Brooklyn Nets,115 - 122
492,10,26/12/2021 00:30,Vivint Arena,Utah Jazz,Dallas Mavericks,120 - 116
493,10,26/12/2021 17:30,FTX Arena,Miami Heat,Orlando Magic,93 - 83
494,10,26/12/2021 20:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,144 - 99
495,10,26/12/2021 20:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,96 - 117
496,10,26/12/2021 20:00,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,102 - 127
497,10,26/12/2021 21:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,117 - 112
498,10,26/12/2021 21:00,AT&T Center,San Antonio Spurs,Detroit Pistons,144 - 109
499,10,26/12/2021 22:00,United Center,Chicago Bulls,Indiana Pacers,113 - 105
500,10,26/12/2021 23:00,Crypto.com Arena,LA Clippers,Denver Nuggets,100 - 103
501,10,27/12/2021 21:00,Spectrum Center,Charlotte Hornets,Houston Rockets,123 - 99
502,10,27/12/2021 21:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,118 - 130
503,10,27/12/2021 22:00,Target Center,Minnesota Timberwolves,Boston Celtics,108 - 103
504,10,27/12/2021 22:30,AT&T Center,San Antonio Spurs,Utah Jazz,104 - 110
505,10,27/12/2021 23:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,113 - 114
506,10,28/12/2021 00:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,117 - 132
507,10,28/12/2021 00:30,Crypto.com Arena,LA Clippers,Brooklyn Nets,108 - 124
508,10,28/12/2021 21:00,Amway Center,Orlando Magic,Milwaukee Bucks,110 - 127
509,10,28/12/2021 21:30,FTX Arena,Miami Heat,Washington Wizards,119 - 112
510,10,28/12/2021 21:30,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,109 - 114
511,10,28/12/2021 22:00,Toyota Center,Houston Rockets,Los Angeles Lakers,123 - 132
512,10,28/12/2021 22:00,Target Center,Minnesota Timberwolves,New York Knicks,88 - 96
513,10,28/12/2021 22:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,108 - 104
514,10,29/12/2021 00:00,Chase Center,Golden State Warriors,Denver Nuggets,86 - 89
515,10,29/12/2021 00:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,117 - 111
516,10,29/12/2021 21:00,Little Caesars Arena,Detroit Pistons,New York Knicks,85 - 94
517,10,29/12/2021 21:00,Gainbridge Fieldhouse,Indiana Pacers,Charlotte Hornets,108 - 116
518,10,29/12/2021 21:30,TD Garden,Boston Celtics,LA Clippers,82 - 91
519,10,29/12/2021 22:00,United Center,Chicago Bulls,Atlanta Hawks,131 - 117
520,10,29/12/2021 22:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,104 - 99
522,10,29/12/2021 23:00,Footprint Center,Phoenix Suns,Oklahoma City Thunder,115 - 97
523,10,30/12/2021 00:00,Moda Center,Portland Trail Blazers,Utah Jazz,105 - 120
524,10,30/12/2021 00:30,Golden 1 Center,Sacramento Kings,Dallas Mavericks,95 - 94
525,11,30/12/2021 21:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,102 - 110
526,11,30/12/2021 21:00,Amway Center,Orlando Magic,Milwaukee Bucks,118 - 136
527,11,30/12/2021 21:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,110 - 93
529,11,31/12/2021 15:00,TD Garden,Boston Celtics,Phoenix Suns,123 - 108
530,11,31/12/2021 17:00,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,106 - 108
531,11,31/12/2021 20:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,96 - 112
532,11,31/12/2021 21:00,Toyota Center,Houston Rockets,Miami Heat,110 - 120
533,11,31/12/2021 21:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Atlanta Hawks,118 - 121
534,11,31/12/2021 21:30,Scotiabank Arena,Toronto Raptors,LA Clippers,116 - 108
535,11,31/12/2021 22:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,118 - 105
536,11,31/12/2021 22:00,Paycom Center,Oklahoma City Thunder,New York Knicks,95 - 80
537,11,31/12/2021 23:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,120 - 108
538,11,01/01/2022 00:30,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,139 - 106
539,11,01/01/2022 20:30,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,136 - 113
540,11,01/01/2022 21:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,117 - 116
541,11,01/01/2022 21:00,Capital One Arena,Washington Wizards,Chicago Bulls,119 - 120
542,11,01/01/2022 21:30,Barclays Center,Brooklyn Nets,LA Clippers,116 - 120
543,11,01/01/2022 22:00,Toyota Center,Houston Rockets,Denver Nuggets,111 - 124
544,11,01/01/2022 23:00,Vivint Arena,Utah Jazz,Golden State Warriors,116 - 123
545,11,02/01/2022 17:30,Scotiabank Arena,Toronto Raptors,New York Knicks,120 - 105
546,11,02/01/2022 20:00,TD Garden,Boston Celtics,Orlando Magic,116 - 111
547,11,02/01/2022 20:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Indiana Pacers,108 - 104
548,11,02/01/2022 20:00,Golden 1 Center,Sacramento Kings,Miami Heat,115 - 113
549,11,02/01/2022 21:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,99 - 133
550,11,02/01/2022 21:00,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,86 - 95
551,11,02/01/2022 23:30,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,108 - 103
552,11,03/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,133 - 113
553,11,03/01/2022 21:00,Capital One Arena,Washington Wizards,Charlotte Hornets,124 - 121
554,11,03/01/2022 21:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,104 - 118
555,11,03/01/2022 22:00,United Center,Chicago Bulls,Orlando Magic,102 - 98
556,11,03/01/2022 22:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,106 - 115
557,11,03/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,104 - 115
558,11,03/01/2022 22:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,103 - 89
559,11,04/01/2022 00:00,Chase Center,Golden State Warriors,Miami Heat,115 - 108
560,11,04/01/2022 00:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,136 - 131
561,11,04/01/2022 00:30,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,104 - 122
562,11,04/01/2022 21:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Memphis Grizzlies,106 - 110
563,11,04/01/2022 21:00,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,129 - 104
564,11,04/01/2022 21:30,Madison Square Garden,New York Knicks,Indiana Pacers,104 - 94
565,11,04/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,110 - 123
566,11,05/01/2022 00:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,122 - 114
567,11,05/01/2022 21:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,140 - 111
568,11,05/01/2022 21:00,Amway Center,Orlando Magic,Philadelphia 76ers,106 - 116
569,11,05/01/2022 21:00,Capital One Arena,Washington Wizards,Houston Rockets,111 - 114
570,11,05/01/2022 21:30,TD Garden,Boston Celtics,San Antonio Spurs,97 - 99
571,11,05/01/2022 21:30,Gainbridge Fieldhouse,Indiana Pacers,Brooklyn Nets,121 - 129
572,11,05/01/2022 21:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,99 - 82
573,11,05/01/2022 22:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,111 - 117
574,11,05/01/2022 22:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,98 - 90
575,11,06/01/2022 00:00,Ball Arena,Denver Nuggets,Utah Jazz,109 - 115
576,11,06/01/2022 00:00,Moda Center,Portland Trail Blazers,Miami Heat,109 - 115
577,11,06/01/2022 00:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,102 - 108
578,12,06/01/2022 21:30,Madison Square Garden,New York Knicks,Boston Celtics,108 - 105
579,12,06/01/2022 22:00,FedExForum,Memphis Grizzlies,Detroit Pistons,118 - 88
580,12,06/01/2022 22:00,Smoothie King Center,New Orleans Pelicans,Golden State Warriors,101 - 96
581,12,07/01/2022 00:00,Footprint Center,Phoenix Suns,LA Clippers,106 - 89
582,12,07/01/2022 21:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,119 - 100
583,12,07/01/2022 21:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,109 - 121
584,12,07/01/2022 21:30,Scotiabank Arena,Toronto Raptors,Utah Jazz,122 - 108
585,12,07/01/2022 22:00,United Center,Chicago Bulls,Washington Wizards,130 - 122
586,12,07/01/2022 22:00,Toyota Center,Houston Rockets,Dallas Mavericks,106 - 130
587,12,07/01/2022 22:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,105 - 135
588,12,07/01/2022 23:00,Ball Arena,Denver Nuggets,Sacramento Kings,121 - 111
589,12,08/01/2022 00:00,Crypto.com Arena,Los Angeles Lakers,Atlanta Hawks,134 - 118
590,12,08/01/2022 00:00,Moda Center,Portland Trail Blazers,Cleveland Cavaliers,101 - 114
591,12,08/01/2022 17:30,Crypto.com Arena,LA Clippers,Memphis Grizzlies,108 - 123
592,12,08/01/2022 21:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,114 - 106
